,index,Sentence,Polarity_Classification
9357,9357,전편인 화이트노이즈와 데스티네이션을 섞은 영화,Negativa
9358,9358,로맨틱코미디의 강점인 사랑스러움을 찻아볼 수가 없다!,Negativa
9359,9359,성우 가져다 써라 어디 이런 덜떨어진 짓이나 하고,Negativa
9360,9360,"긴장감도 없고, 재미도 없고, 주인공이 멋있지도 않고.... 제작비가 아깝다!",Negativa
9361,9361,배우 박진희의 재발견~~~정말 연기 쩌네요...웰메이드 우리영화^^,Positiva
9362,9362,이 영화는 뭔가요...,Negativa
9363,9363,"엉성한 플롯, 썰렁한 개그, 제프 브리지스 말곤 도저히 뒷수습이 안되는 영화.",Negativa
9364,9364,ANG?,Negativa
9365,9365,핵노잼 보면서 언제 끝나나 함 완전 지루,Negativa
9366,9366,진심..재미없다..,Negativa
9367,9367,스토리가 살짝 아쉽지만 느와르+전쟁영화 대작이다..,Positiva
9368,9368,코스요리 실컷 맛있게 먹고 디저트로 똥먹은 느낌,Negativa
9369,9369,모든 게 없어 보이는,Negativa
9370,9370,댓글 진짜 조라 웃기다 하,Negativa
9371,9371,눈아파서 잠도 안오더라.....영화보다 나오기는 진짜 오랫만인거같네.....,Negativa
9372,9372,Oh my god.....,Negativa
9373,9373,벼어시드라 개같은소리들 하지말고 니들이 무슨 평가를 한다고,Positiva
9374,9374,그냥저냥... 엔딩개노답,Negativa
9375,9375,소설만큼 몰입이 되질 않는다,Negativa
9376,9376,이것을 본 후 생각 기준이 바뀔것이다,Positiva
9377,9377,굿 굿 굿 ~~~~추우우천,Positiva
9378,9378,서른살 여형사의 고분분투 잠복근무 그리 재밌지 않다,Negativa
9379,9379,"회상씬에서 김해숙 차에 치이는 장면 갑작스러워서 웃김...무서운 영화1,2 엔딩하고 이지혜 발연기 영상 생각 남...ㅋㅋ패러디 한줄...ㅋㅋ",Negativa
9380,9380,보다가 눈물이 흘렀다..,Positiva
9381,9381,졸라재미없는영화였음 ㅜㅜㅠ,Negativa
9382,9382,5편의 시리즈중 4편이 최악..,Negativa
9383,9383,"오, 완전 감동. 계속해서 보고 싶은 영화입니다.",Positiva
9384,9384,형재애를 잘 보여주는 영화이네요...좋아요!!,Positiva
9385,9385,영화 메니아 였던 나에게 지금까지도 내 인생 최고의 영화를 꼽으라면 주저없이 레올로를 꼽겠다..,Positiva
9386,9386,90년초 토요명화로 보았던 추억. 당시로선 충격이었다,Positiva
9387,9387,so good~,Positiva
9388,9388,한국 애니를 깍아내리긴 싫지만 진짜 재미없게 봤다,Negativa
9389,9389,액션도 이야기도 애니답지 못하다,Negativa
9390,9390,볼때마다 무섭고 현실같아서 초 6때 비디오로 봣엇는데 30살이 된 지금까지도 재난영화중에 최고라 생각해요 개인적으로는요 울면서 본 재난영화,Positiva
9391,9391,완소 패트릭제인 ㅋㅋ,Positiva
9392,9392,허술한 배경 하지만 액션 하나는 최고이면서 성룡의 멋진모습,Positiva
9393,9393,이것도 영화냐 창피함도 모르네,Negativa
9394,9394,재밌음,Positiva
9395,9395,몇번이고 다시 보게되는 영화,Positiva
9396,9396,이건또 웬 변태영화냐..이게 사랑이냐..ㅋ게다가 촌빨날린다..ㅉㅉ,Negativa
9397,9397,컴퓨터 전기세가 아까운 영화!!,Negativa
9398,9398,완전 재미없어..극장안에 나랑 같이 온 가족만 있음. 3d완전 엉망 이런걸 영화라고...,Negativa
9399,9399,원작이 최고~!,Positiva
9400,9400,<더 월즈 엔드>와 <디스 이즈 디 엔드> 보다가 봤는데 병맛도 급이 있다는걸 느꼈다.,Negativa
9401,9401,이서진의 시즌1은 그냥 마트 시장가고 밭에서 돌아다니 것 밖에 없어서 심심했는데 시즌2는 바다에서 낚시도 하고 등산 산책도 하고 완전웃긴 유머가 가득 해서 시즌2가 더 진화되고 재밌는 편인 것 같습니다!! ㅋㅋㅋ,Positiva
9402,9402,A+급 배우들인데 조연처럼 느껴지는건 뭐지.. 반전도 예상가능하다 못해 반전이라고 하기도 뭐하다. 그래도 베니스의 멋진풍경때문에 별두개 줌..,Negativa
9403,9403,헐리우드 키드는 비참하고 암울했다. 정말 멋진 영화.,Positiva
9404,9404,스케일이 그리 크지는 않지만 재미는 다크나이트급,Positiva
9405,9405,진짜 좀 잘만든 쓰레기 딱 그수준임 내가만들어도 이것보단 낫겠다.,Negativa
9406,9406,아니 윤아 메구미 역에 솔직히 안맞는다는거 다 아는데 왜 여기와서 별점테러합니까?ㅡㅡ,Positiva
9407,9407,달달한 로맨스인줄 알았더만...,Negativa
9408,9408,성탄절 최고의 아이템을 이렇게 망치기도 쉽지 않다. 제작비가 9천만불?? 레알?,Negativa
9409,9409,그노무 코끼리 내가 하나 사줄께 그냥,Negativa
9410,9410,불사조같은 인생을사는 잉여인간의 일대기,Positiva
9411,9411,그짓 할려고 직원뽑네 바람직한 여사장일세!,Negativa
9412,9412,지루하다..1점준것들 한국영화는 죄다 1점주는 M창있네,Negativa
9413,9413,출연진중에 좋아하는 배우도 있는데 실망이다,Negativa
9414,9414,보면서 어이없어서 헛웃음만 나던....,Negativa
9415,9415,그 아이가 커져서 다시 돌아왔지만 참신함은 많이 떨어진다,Negativa
9416,9416,할말을 잃게 만드는 영화!,Negativa
9417,9417,진짜 기분나쁘다 이걸 돈주고 본사람들은 조금 불쌍하다. ..,Negativa
9418,9418,우와.. 내 평생 본 영화 중 가장 쓰레기...진짜 내가 감독해도 저것보다 잘하겠네...,Negativa
9419,9419,"그리, 높게평가하고싶지않지만, 펄롱이나와서 기뻤음",Negativa
9420,9420,믿고보는 손현주 출연작,Positiva
9421,9421,개막장 오그리토그리영화 미국이 산사람들 나라면 다른나라들은 전부뒤졌단거냐? 존나 국뽕좌좀새끼가 만든것같다,Negativa
9422,9422,너무 평점이 짜,Negativa
9423,9423,연기들도 뚜ㅣ어나고 구성도 최고,Positiva
9424,9424,세계대회치고 장소랑 사람만 다르지 세계적인 느낌은 없네요 ㅋㅋ 글고 1과 엔딩이 같네 ㅋㅋㅋㅋㅋ 굿 ㅋ 보면서 느낀게 진짜 특이한사람=똑똑한사람 ㅋ 이란걸 다시한번 더 알았네요,Positiva
9425,9425,니콜 키드먼의 아름다움 이외에는 평범한 스릴러.,Negativa
9426,9426,무턱대고 날라다닌다고 좋은 액션이 아니다. 스토리도 구성이 중요하듯 액션도 구성이 중요하다고 보는데 내기준엔 스토리뿐만 아니라 액션도 별로인듯,Negativa
9427,9427,이게 2009년작... 지금은 2013년이니 엘르패닝이 어려보이지. 쨌든 애들영화라지만 이것만큼은 진짜 졸작이다,Negativa
9428,9428,"나이먹고 이런영화를 즐겁게 보지는 못하리라 생각했는데, 좋았다.",Positiva
9429,9429,또하나의 쓰레기로 기리기리 남을 졸작..오인혜의 발연기 아주 죽이구만..몸으로 승부하지 말고 연기로 승부해라..발연기의 신이로다..,Negativa
9430,9430,9점대는 아닌것 같은데요,Negativa
9431,9431,하앜하앜 내...내... 내돈좀 돌려주십쇼,Negativa
9432,9432,지겹다가 결말도 암울,Negativa
9433,9433,기대했던대로 굿. ost도 정말좋네요,Positiva
9434,9434,딸과봤습니다 쓰레기임,Negativa
9435,9435,알바 평점에 낚였네...,Negativa
9436,9436,한국 공포영화 역사상 최악의 영화 아.. 요가학원도 같이 ㅋㅋㅋ 라디오스타나와서 홍보한거 생각하면 배우들도 사기꾼이나 다름없다 양심도 없는 사람들,Negativa
9437,9437,기계 손을 들어주기야??!,Negativa
9438,9438,타인에 대한 공포의 메타포. 거칠은 화면에 인상적인 연기를,Positiva
9439,9439,이딴 빌어먹을 쓰레기 영화는 첨보네 이걸 찍은 감독은 뇌가 있는지 궁금하고 배우들은 뭐 뒷돈 주고 배우함??CG는 초딩 섭외했냐?? 진짜 진지하게 내가 감독이나 배우해도 이것보다 잘찍고 잘연기 할거 같네요,Negativa
9440,9440,난 솔직히 재미없었어. 코믹요소가 없어서,Negativa
9441,9441,잘 봤어요.,Positiva
9442,9442,"긴장감 없는 스릴러는 웃기지 않는 코미디, 무섭지 않은 공포영화이다",Negativa
9443,9443,오랜만에 봤는데 역시 재밌네 ㅋㅋ,Positiva
9444,9444,머리에서 스팀뿜어서 다림질 할 생각 없다면 무조건 패스.,Negativa
9445,9445,다시봐도 재미있네요.,Positiva
9446,9446,아 진짜 안볼려고 하는데 자꾸 보고있는 나~보고있으면 열받고~~강이경 처음에는 불쌍하다고 생각했는데 이제 짜증난다 착한척도 정도것이지~~ 그만 착한척 하고 반전을 보여주시징~~,Negativa
9447,9447,악당 어이없게물리치네ㅡㅡ 런닝맨에서나오는 멘트가 나와서 좀 그렇다.,Negativa
9448,9448,만들다 만듯한 느낌...,Negativa
9449,9449,아ㅠㅠ진짜펑펑울엇따....ㅠㅠ너무너무슬프다 려원최고예쁘닷!!!!!,Positiva
9450,9450,이거 나레이션이 다 망침 차라리 프랑스 나레이션하고 자막넣어주는게 더 나을듯,Negativa
9451,9451,이게 기본이 맞나 생각해봐라 감독은... 뭐하나 생각해도 연기 액션 거기에다 전술팀 두고 주인공은 왜 맨날 혼자 행동이냐? 그러다 작전 말아먹으면? 국가안위보다 액션이 중요한 주인공 국가 지명수배범을 옛정 생각해서 체포 안하고같이 작전뛰는 Nss,Negativa
9452,9452,공각기동대 이후 이런 대작은 간만이다..,Positiva
9453,9453,이게 영화야? - -;,Negativa
9454,9454,한국 전쟁영화 중 가장 인상깊었던 영화,Positiva
9455,9455,보는 내내 흥미를 잃엇다......,Negativa
9456,9456,너무 후진 소재임에도 1편 흥행에 묻어가는 연년생 시리즈물.,Negativa
9457,9457,보지말라고 하고 싶다. 저능아 같은 끼어맞추기는 헛웃음만..,Negativa
9458,9458,우리집 비디오다!! 정말 나른나른한 이 느낌!,Positiva
9459,9459,너무 그지같은 영화.... 집결호의 구지디가 나와서 반가웠다..,Negativa
9460,9460,내용이 몇주째 진전된게 없네요,Negativa
9461,9461,7.18의 평점은 너무 후하다고 생각,Negativa
9462,9462,gooooooooood,Positiva
9463,9463,더빙이 아닌 원판으로 봐서 너무 좋았고 재밌네요~,Positiva
9464,9464,7월 6일 완전 노잼이다 너무한다 진짜 초반 바싹할때 진짜 재밌었는데 김재원 OOO야 니 나오고 노잼이 시작됐어,Negativa
9465,9465,드럽게 재미없다.,Negativa
9466,9466,아놔... 영화배경만 80년대가 아니라 제작도 80년도에 했냐,Negativa
9467,9467,솔직히 1점 주는 애들은 이 영화를 제대로 본 것 같지 않다고 생각한다. 색안경끼고 본듯 ㅎㅎ,Positiva
9468,9468,10년만에 다시봤는데도 잼나당,Positiva
9469,9469,내용자체는 반전있고 좋은데 연기도 그렇고 연출 구성 전부 급조느낌이다,Negativa
9470,9470,말도 안되는 억지로 결말까지 전력질주,Negativa
9471,9471,진짜 한심한 영화 어느 한개 잡은게 없다 이런게 어떻게 천만 넘은건지 ㅡㅡ,Negativa
9472,9472,유치하며 뻔하디 뻔하다...하지만 참을만 하다,Negativa
9473,9473,"꼭 봐라,두번봐라,그리고 다시 한번 더 봐라~~~마베 선생의, 트XX포머따위는,명함도 못 내미는,꿀 재미를 선사한다(웃음)(웃음)(웃음)",Positiva
9474,9474,"전편에 비해 달달함이나 설레임, 사랑스러움 등 모든 면에서 부족. 전편의 재탕 느낌. OST도 전편에 비해 귀에 안 들어 옴. 2편은 굳이 안 봐도 될 뻔",Negativa
9475,9475,최고의영화,Positiva
9476,9476,이런 미친 빨갱이 영화가 그당시에 아무렇지 않게 나왔었다니,Negativa
9477,9477,너희들의 평점을 내가 기만했구나 미안하다.. 이영화를 비로소 시간의중요함을 알게되었다.,Negativa
9478,9478,"무섭지도 않고, 재밌지도 않고, 의미도 없고...응?;;",Negativa
9479,9479,시간이 아까운 ...몰입이 안되는....,Negativa
9480,9480,내가 올해 본 최고의 한국영화.,Positiva
9481,9481,역시 재미있는 영화. 감동과 재미가 버무려진....,Positiva
9482,9482,이 영화가 나보다 2살이나 많은 영화라니!!!,Positiva
9483,9483,집에 가고 싶다며 오열하는 샘의 앞에 비춰지는 머나먼 지구의 모습이 나타날 때는 정말....,Positiva
9484,9484,뭐야;재미있따고해서 봤는데 이게 뭥미;심심한영화;존재감없는영화;,Negativa
9485,9485,김혜수 킹왕짱!!!!!!!!!!,Positiva
9486,9486,관객과의 전쟁인줄 알았다,Negativa
9487,9487,알고 있었지만 한국아줌마들 무섭다 근데 여기선 어설프다,Negativa
9488,9488,"출연진은 박건형씨, 이천희씨, 유지태 씨등 좋은 스펙감인데 내용은 진짜 최악이야",Negativa
9489,9489,크리스토퍼리브와진핵크만을 이렇게하다니.,Negativa
9490,9490,배트맨이 이토록 추락한적이 있던가.,Negativa
9491,9491,"전반부터 중반까지는 괜찮았는데 후반부에 끝날때 안좋구 또, 쪼금 유치하네요...",Positiva
9492,9492,감동적임..ㅠ,Positiva
9493,9493,이렇게 섬세한 영화는 10점을 줘도 아깝지가 않습니다,Positiva
9494,9494,영화에 나오는 캐롤만 들어도 좋다.. 빨간이불이랑 녹색가운도 예쁨..,Positiva
9495,9495,중반까지는 볼만했는데 후반에 막장 시나리오.....,Negativa
9496,9496,굿굿!,Positiva
9497,9497,"일본에니만큼 멋진 한국작품이었음!!!정말 감적이었다,,,",Positiva
9498,9498,아 이젠 약발이 다했나 ㅡㅡ 작가가 정줄을 놓은건가 드라마를 점점 매립지 직행의 쓰레기로 만드네,Negativa
9499,9499,여자친구가 이거본다고 연락을 안해요,Negativa
9500,9500,이런장르 너무좋네요!,Positiva
9501,9501,추천해 준거라 봤는데 여자는 변덕심하고 이해 할 수 없는 성격...남자인생 자기 맘대로 좌지우지 하고 이상하고 뭐지싶었다 그리고 지루하고 재미도없고ㄷㄷ 엔딩도 그렇고;;;; 하튼 별루였음,Negativa
9502,9502,이세상에깨지지않는사랑과믿음..이있다면그것은모두부모로부터비롯된것이다!!@@최고!!,Positiva
9503,9503,이런 욕나올 사기꾼들. 뭐? 혹성탈출? 어디다 함부로 같다붙이노? 아침부터 올레 티비에서 8천원주고 으이그내가 미쳤지 미쳤어! 마이너스 점수다,Negativa
9504,9504,평점에 낚였다 잘만들었지만 역시 결말을 못냈다.,Negativa
9505,9505,최민식의 올드보이랑 비교가 마니 돼네요.이야기의 개연성이 넘 막무가네고...조두셋이 등에 칼 꽂혔을때 배꼽잡는줄 알았다는.ㅋㅋ칼 뽑으려했는데 칼이 안잡혀.왠지 코미디인듯.,Negativa
9506,9506,3%의 부족함이 아쉬운 영화,Negativa
9507,9507,스토리가 따로 노는 것 같습니다. 초반엔 좀 괜찮았는데 점점..ㄷㄷ,Negativa
9508,9508,쓸모없는 미화.. 안하면 안되나??,Negativa
9509,9509,그냥유치함,Negativa
9510,9510,소재는신선한데..반전도예상됐고..결말이 정말맘에안들었다..너무기대가컷나?ㅜ,Negativa
9511,9511,덕분에 잘 잣소...,Negativa
9512,9512,쓸애긔입니다 돈아까워요,Negativa
9513,9513,눈요기 하러 일탈여행 가자.,Negativa
9514,9514,음악은 정말 완벽했지만 선생들의 연기가 너무 너무 별로였다.ㅜ,Negativa
9515,9515,재미 없네요.,Negativa
9516,9516,데쓰노트 꼴 난거 맞거든 와 진짜 어떻게 그렇게 영화는 지리멸렬하게 만드냐 이번에는 CG가 문제가 아니라 엉망진창 줄거리가 문제 등장인물도 대폭줄여서 노잼에 믹스에 믹스를 해놨네,Negativa
