,level_0,Sentence,Polarity_Classification
15643,30254,감동을 넘어 은혜 받는 영화.,Positiva
15644,38453,이런 수작에 1점이라니,Positiva
15645,170488,"볼때 지루하고, 보고나서 열받는, 인내력 테스트 영화",Negativa
15646,81276,넘 재미있어요..,Positiva
15647,90562,개리올드만도 나왔었네 ㅋㅋ 극장에서 봤는데 감동이었다.,Positiva
15648,163619,이상하다 쫌.... 뭐가 뭔지도 모르겠다.....,Negativa
15649,13042,wjdq**** : Buddha 붓다 부다 부처 모두 같은말입니다. ㅎ,Positiva
15650,45994,개꾸르잼임 나쁜녀석들보다도 이게더 잼는듯,Positiva
15651,146678,보다가 지루해서 토요명화 봤음..ㅡㅡ,Negativa
15652,99214,어휴... 그저 긴 한숨만 나오네요.,Negativa
15653,116465,이거 재밌다는 분들 알바이신건가요.. 전 집에서 봤는데도 시간이 아깝던데.,Negativa
15654,92223,와 진짜 부러진화살보다 더 빡치네 이거 ㅡㅡ 보는 내가 다 억울하고 답답하고 미치는줄 알았음.. 족같은 판사 색1기랑 자꾸 헛소리해대는 여중생이랑 진짜 개패고싶다.. 자하철 탈때는 앞으로 두손 들고 타야지,Positiva
15655,65185,티비에서 오늘 또하네요. 예전에 본건데 그래두 또 눈이가네요. 연기력이며 작품이며 다 좋아요^^근데 아쉬운점은 실감나게 한다고 카메라 마이 흔든거같은데..걍 정신없이 어지러버씀ㅡㅡ그것만빼면 굿,Positiva
15656,115053,솔직히 별 여운이 없네요...전문가용 영화인듯,Negativa
15657,82046,정말로 재밌다!! 선영누나 여기서도 연기 대단히 잘하시네요..,Positiva
15658,19814,진정한 부모의 자격은 혈연이 아니다.,Positiva
15659,96056,벤은 좋은사람 일것같아.,Positiva
15660,113735,아주 소소하고 일상적인 생활을 보여주는 로맨스,Negativa
15661,162555,허술하고 밋밋한 스릴러. 그것도 반전이라고 만들었냐?,Negativa
15662,95497,이런 졸작은 10점 주지 않는 것은 고인이 된 명감독에 대한 존경심의 부재하 생각된다. 아마도 박감독은 죽기 직전 노망이 들어 색정남이 되었음이 분명하다. 즐 딸~!!!,Positiva
15663,74818,제니퍼 애니스톤의 팬으로써//,Positiva
15664,45189,초딩때부터 봤어요..지금 제가 대학생이니...ㅋㅋ 동물농장과 함께 컸네요...항상 재밌고 감동적이예요..감사합니다..^^!♥,Positiva
15665,29613,무엇보다 쇼킹한건 이영화의 네이버평점... 아버지의 원수이지만 아버지와 같은 마음을 품게되는 영화 전반부의 암스테르담의 고뇌는 참으로 훌륭한 심리전개... 영화전체적으로도 지루하지 않은 영화전개와 스케일.. 고루 만족스러운 영화,Positiva
15666,193704,웬만하면 점문 성우 써라~!! 연예인 목소리 진짜 어색하다~!!,Negativa
15667,162164,내용 전개 안돼고 어의없는 오버액션으로 눈속임한 영화,Negativa
15668,1041,차가운 얼음위에서 펼쳐지는 그들의 뜨거운 레이스,Positiva
15669,169965,명배우들의 연기를 쓰레기로 만들 수 있다는 걸 증명한 대단한 작품,Negativa
15670,14663,울나라는 언제 이렇게 만들수 있을까;;;,Positiva
15671,76619,와 졸라 촌시러워 ~~~~ㅋㅋㅋㅋ,Positiva
15672,10380,창조오빠덕에 재밌게봣어요!,Positiva
15673,27120,역시 박선영씌 연기 빼고는 볼게 없는 영화 ㅋㅋㅋㅋ,Positiva
15674,134307,포스터 저여자 이정재 얼굴합성한거같이 생겼네,Negativa
15675,21270,숨겨진 명작 코미디와 리얼의 경계선~ 감독의 발칙한 상상,Positiva
15676,171011,90년대에 나온 60년대풍 싸구려 삼류 모방작. iMDB 3.8을 한국에 가져오니 20대 발정난 불알들이 8.78까지 올려주는구나... 니들은 영구와 땡칠이나 계속 봐라...,Negativa
15677,117820,주인공은 뭐하고 친구들만 방방방 뛰어다니네,Negativa
15678,162262,"재미없다,, 코미디도 아니다.. 솔직히 난 뭔말인지도 모르겠다..ㅡㅡ",Negativa
15679,162795,배우들이 아깝다. 스토리도 매끄럽지 못하고 억지로 감동적인 척하는 엔딩. 차라리 멤버 각자의 인생을 좀 더 보여주었다면...,Negativa
15680,182941,이게머람...??이건실수여,Negativa
15681,61919,좋다,Positiva
15682,111662,"뻔한 얘기를 SF배경으로 수수께끼, 선문답처럼 말한다. 독특한 듯 보이나 새로울 게 하나도 없는 영화.",Negativa
15683,109483,한국형 블록버스터를 잘못꿈꿨다,Negativa
15684,120722,자잘한 에피소드의 나열으로 산만한 느낌,Negativa
15685,83902,인생이 너무 행복해서 분노라는걸 느껴보고 싶다면 추천,Positiva
15686,614,현대인의 고독감을 잘 표현한 느낌있는 영화,Positiva
15687,108549,콩은 까야 제맛 콩은 까야 제맛,Negativa
15688,43451,ㄹㅎㅎㅎ타ㅏ아아아아ㅏㅇ,Positiva
15689,43599,한 마디로.. 엄청나다 압도적이다,Positiva
15690,191037,캐릭터들이 지나치게 단순합니다. 살아 움직이는 인간이라기보다 감독이 정해놓은 한 가지 성격만을 끊임없이 들어내는 인형 같습니다,Negativa
15691,91130,대박잼있음,Positiva
15692,104993,그저 웃음만....,Negativa
15693,170478,흥미를 끌지 못하는 이야기가 산만하게 전개되는군,Negativa
15694,18178,무료영화 떠서 봤는데 재밌어요! 근데 거인이 너무 귀엽게 생겼음.. 거인이 카리스마가 부족... 그리고 영화관에서 봤으면 돈이 살짝 아까웠을듯,Positiva
15695,188611,재미없는 무협영화임. 비추,Negativa
15696,33260,지금 다시 봐도 역시 대박이네요. +_+,Positiva
15697,126133,이영화를 재밌게 보기에는 내가넘 늙은건가..ㅜㅜ,Negativa
15698,188307,뭐하러 리메이크를? 커OO트는 동료를 믿고 연기하기 바라다. 몸 사리지 말고..,Negativa
15699,35405,재미있게봤어요ㅋㅋㅋㅋ,Positiva
15700,94515,콜린퍼스 뭔데 잘생기고 난리야 ㅠㅠ 마지막에 코트로 안아주는 장면은 진짜 엉엉 키도크고 연기도잘하고 목소리는 끝장이다 ..,Positiva
15701,174908,일본 우익의 시각을 보여주는 영화 대단하네...보면 말이 안 나옴.. 미군 준장 넘도 군인 일병보다 못한 놈이네,Negativa
15702,83956,자극적인 영상이 길들여진 우리들에게 선사하는 정적의 미학..,Positiva
15703,80771,드웨인존슨의 첫 데뷔작! 전편보단 못하지만 이만한영화도 잘안나온다. -_-,Positiva
15704,164633,시간낭비했다ㅜㅜ10자,Negativa
15705,178808,참나,Negativa
15706,1283,두 주인공 연기 굳! 맥라이언은 아름답고.세월의 흐름이란..다시 십여년 후에 보면 어떤 느낌일지,Positiva
15707,58777,미스터 빈 팬입니다! 은퇴하지마세요,Positiva
15708,173060,진부하지만 액션 씬은 화끈하다. 견자단 표 주먹다짐 !!!,Negativa
15709,26825,조선족에 대한 몰랐던 이야기...,Positiva
15710,134995,"스토리는 딱히 볼 것 없지만 이정재, 이응경의 묘한 매력을 느낄 수 있었음",Negativa
15711,42779,"액션조 짱이고 여운도 짱이고, 캐스팅도 짱 스토리도 짱!정말 잼있게 본 들마였어요><!!",Positiva
15712,56765,동생이 너무 좋아하네요ㅎ,Positiva
15713,21604,전격적이고 남자다운 영화,Positiva
15714,131940,조폭코미디 유행에 휨쓰려서 어느정도 비슷하게 만든 따라만든 졸작,Negativa
15715,55821,영화속 그들의 사랑을 말하기엔 포스터 이미지는 약한듯. 내용 굿굿굿,Positiva
15716,11430,야망을 키우고 싶은 남자라면 꼭 봐야할 영화~,Positiva
15717,176584,"진짜 대박이네요..,,",Negativa
15718,12401,넌 니 딸이 저렇게 죽어도 가만히 있을꺼냐?나도 같은 맘이다,Positiva
15719,195132,걍 내려라. 내가 그냥 혼자 찍어보마.,Negativa
15720,158936,너무판타지야 스토리구성등다안맞아재미도없다.이건볼려면차라리하늘에서음식을내린다면보는게낮다.,Negativa
15721,91584,간지네요.,Positiva
15722,18279,여운이 깊게 남는 감동적인 영화 최고다...,Positiva
15723,175393,안중근은 이등박문을 쏘았고. 서세원은 안중근을 쏘았다.,Negativa
15724,44526,괜찮은 음악영화가 또 나왔군요!!! 따뜻한 겨울이 될 것 같아요~,Positiva
15725,155096,이렇게 보기 불편한 영화는 처음...,Negativa
15726,138192,스토리부실,Negativa
15727,185372,오른팔에 총상을 입었는데 왼팔에 붕대를 감고 있네 할 말이 없음,Negativa
15728,179354,재미없고 지루한 1인원맨쇼 저예산영화 완전통수영화임 시간아까운영화,Negativa
15729,41673,최고의명작! (좀 지루하긴했다) 휘파람행진곡을 부르고있는 나,Positiva
15730,76066,아 다시 보니 추억이 ㅋㅋ풋풋하다 ㅋㅋ,Positiva
15731,129133,소식 없이 별거한 기간이 7년 다시 재결합이라.,Negativa
15732,172879,좀 짜증남..,Negativa
15733,27722,왜들 그러시나,Positiva
15734,196959,1점도 아까워요 시간아깝습니다 ㅜㅜ,Negativa
15735,176893,진짜로 지겹네요 양심들도없고 있는것들이 더악랄 하다더니드라마에선더하네요 검사는평~~~생끝날때까지하셔요..담음엔 전 시아버지머리카락?,Negativa
15736,188833,선전보고 봤는데 미쳤지 내가 이런걸 보다니...도데체 뭐야 이거..,Negativa
15737,191473,"그냥 그냥 별로네 ,..",Negativa
15738,110304,OOO기 삼류영화 시간이 아까움 ㅠ.ㅠ,Negativa
15739,173635,완전 스틸이아니라 아드레날린이네..,Negativa
15740,127674,다운받아보려다가 댓글들을보니 안봐도보이네요어떤영화인지ㅋㅋ 뒤쪽에10 점준애들댓글들은 아주조작티가확나네 ㅋㅋ댓글이 영화보다 더재미있을듯,Negativa
15741,169960,너무 어이가 없어서 웃음이 난다. 이건 머지? 사람이 다죽어나가는데도 분위기는 워터파크에서 물놀이할 기세네.,Negativa
15742,86210,너무나 사랑스러운 줄리델피 ^^,Positiva
15743,58613,좋아요,Positiva
15744,26492,왠지 맑고 또 뭉클했다.,Positiva
15745,118343,의처증남편 이 문제인가 진짜잘못한 아내인가,Negativa
15746,97002,아이들의 모습을통해 풋풋한 예전모습이 떠올랐네요 재밌게잘봤습니다!!,Positiva
15747,131096,감독은 올리버 스톤인데 영화는 타란티노네,Negativa
15748,45136,포세이돈 어드벤처와 함께 70년대 재난영화의 전설,Positiva
15749,54685,정말 정말 아름다운 영화,Positiva
15750,32082,s나는만족하게봤습니당!,Positiva
15751,171811,이런 걸 왜 만들고..수입한 건지,Negativa
15752,86938,"미친 세상 속 사라진 개인의 실존에 대한 물음, 그리고 그에 대한 정반합적 결론.",Positiva
15753,191366,이걸 10점 준넘들도 참 어지간히 ㅂㅇ신인가 보네,Negativa
15754,33793,제목이 엉터리,Positiva
15755,13895,스텝업 시리즈는 춤하나로 스토리 배우 모두 커버칠수 잇는 영화 오랜만에 눈 호강햇음,Positiva
15756,84034,장난감을 사주기 위한 아버지의 처절한 분투 ㅋㅋ 크리스마스 하면 생각나는 영화중 하나,Positiva
15757,45526,조아요,Positiva
15758,61670,재밌으면 된거다...,Positiva
15759,181286,연기력은 최고였다 하지만 난 인간쓰레기를 다룬 영화는 싫어한다.,Negativa
15760,31589,어릴때 키우던 강아지가 생각나 눈물날뻔했어요 지금 제 강아지들에게도 새삼 미안하고 고맙네요,Positiva
15761,95977,에로틱이란 상업성을 충분히 살리면서도 처음부터 절정으로 시작해 점점 더 고조되는 긴장감과 함께 음악 스토리가 최고다 누구도대체할 수 없는 샤론스톤까지.. 나이들어 다시보니 정말 명작이다,Positiva
15762,174238,1편은 진짜 재밌었어요. 하지만 이건 좀....차라리 1편처럼 물량전이나 하지.,Negativa
15763,129305,황당한 소재 딱히 기억에 남지 않는 영화 중 하나. 재미도 감동도 글쎄,Negativa
15764,56145,제가 본 애니메이션 영화중에 명작입니다,Positiva
15765,18985,젬ㄴ[,Positiva
15766,108920,뭔내용임 이게ㅡㅡ 스토리가엉망임,Negativa
15767,94171,김기덕 양동근 굿!!!,Positiva
15768,123521,"스토리 7점, 비주얼 6점, 연출 6점, 김래원 연기 9점, 엄정화 연기 9점, 최송현 연기 0점, 홍수현 연기 -8점. 7+6+6+9+9+0-8=4.14",Negativa
15769,166484,칼을 던져놓는 자연의 재지배로 뭘 바꾸자는 거지,Negativa
15770,48158,헐,Positiva
15771,129384,글쎼요.....,Negativa
15772,133158,영화 보는 내내 소리 내어 웃는 아이를 한번도 못 봤어요.,Negativa
15773,118225,영화를 궁상맞게만 만들 수도 있다.,Negativa
15774,136405,무슨 이 소재로 이렇게밖에 못만듬????말도안돼;,Negativa
15775,126085,스틸컷에 술상에 있는 그릇봐 식당에서주는 플라스틱 앞접시가 있네 조선시대에 플라스틱 ㅋㅋ,Negativa
15776,50122,"어린시절의 특권, 그걸 억누르려고 하는 부모님에 대한 반항다시는 없을 명작",Positiva
15777,104231,최악이다 진짜.. 아쉬울 뿐이네,Negativa
15778,133909,뭘 봤는지도 모르겠고 감독이 뭘 말하려는지도 모르겠고.. 그냥 내가 좋아하는 배우 라이언 고슬링이 나온 것만 빼고는 별로였던 영화,Negativa
15779,149214,신선함 없는 홍콩영화.,Negativa
15780,158855,존나내용없고 잔인하기만한 영화 -_- 돈과시간이아까웟음,Negativa
15781,179928,장난하나--반전같은거 있을 줄 알고 끝까지 다 봤는데 진짜 아오..시간아까워,Negativa
15782,193133,"반전에 목을 매면서, 뭔가 있는 척 개폼을 잡으면서 관객을 고문하는 영화",Negativa
15783,43718,진심으로 잼있어요♥ 진짜 이거 보고 잭에프론이랑 바네사 허진스 커플도 다시 응원하고 배우들도 넘 이쁘고 멋지고 노래랑 춤도 넘넘넘 중독성있어요♥!!!진짜 강추할게요..아진심 하스뮤 4 나오면 좋겠어요♥하스뮤 홧팅♥♥♥,Positiva
15784,158868,어릴땐 동양인이었는데 크니까 서양인이 됐네ㅋ,Negativa
15785,7996,엠마 탐슨 참 이쁜 듯.. 성숙한 연기란 바로 이런 것..,Positiva
15786,48886,재미있는 스릴러..악역이 개성있고 멋지다!!,Positiva
15787,136182,말만 계속하고 로봇 총쏘기 한번 끝,Negativa
15788,19634,한국적인애니메이션의 세계진출의 가능성,Positiva
15789,101582,뭐어 암흑의 힘!? 장난하나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Negativa
